"","YearStart","LocationAbbr","LocationDesc","DataSource","Topic","Question","DataValueUnit","DataValue","DataValueAlt"
"2011",2014,"MS","Mississippi","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","12.8",12.8
"2012",2014,"MT","Montana","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","18.9",18.9
"2013",2014,"NC","North Carolina","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","13.6",13.6
"2014",2014,"ND","North Dakota","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","24",24
"2015",2014,"NE","Nebraska","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","20.3",20.3
"2016",2014,"NH","New Hampshire","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","16.8",16.8
"2017",2014,"NJ","New Jersey","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","15.8",15.8
"2018",2014,"NM","New Mexico","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","13.7",13.7
"2019",2014,"NV","Nevada","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","16",16
"2020",2014,"NY","New York","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","15",15
"2021",2014,"OH","Ohio","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","18",18
"2022",2014,"OK","Oklahoma","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","12.8",12.8
"2023",2014,"OR","Oregon","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","16.6",16.6
"2024",2014,"PA","Pennsylvania","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","16.7",16.7
"2025",2014,"RI","Rhode Island","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","18.4",18.4
"2026",2014,"SC","South Carolina","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","14.1",14.1
"2027",2014,"SD","South Dakota","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","17.4",17.4
"2028",2014,"TN","Tennessee","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","10.6",10.6
"2029",2014,"TX","Texas","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","16.3",16.3
"2030",2014,"UT","Utah","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","11.4",11.4
"2031",2014,"CA","California","NVSS","Alcohol","Chronic liver disease mortality","","5013",5013
"2032",2014,"VA","Virginia","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","15.2",15.2
"2033",2014,"VT","Vermont","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","17.9",17.9
"2034",2014,"WA","Washington","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","17.1",17.1
"2035",2014,"WI","Wisconsin","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","22.1",22.1
"2036",2014,"WV","West Virginia","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","9.6",9.6
"2037",2014,"WY","Wyoming","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","17.2",17.2
"2038",2014,"AK","Alaska","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","19.7",19.7
"2039",2014,"AL","Alabama","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","10",10
"2040",2014,"AR","Arkansas","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","15.5",15.5
"2041",2014,"AZ","Arizona","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","13.3",13.3
"2042",2014,"CA","California","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","17",17
"2043",2014,"CO","Colorado","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","17.8",17.8
"2044",2014,"CT","Connecticut","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","18.4",18.4
"2045",2014,"DC","District of Columbia","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","27.5",27.5
"2046",2014,"DE","Delaware","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","16",16
"2047",2014,"FL","Florida","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","15.8",15.8
"2048",2014,"GA","Georgia","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","13.2",13.2
"2049",2014,"HI","Hawaii","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","17.5",17.5
"2050",2014,"IA","Iowa","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","23.6",23.6
"2051",2014,"ID","Idaho","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","13.2",13.2
"2052",2014,"IL","Illinois","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","20.7",20.7
"2053",2014,"IN","Indiana","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","15.8",15.8
"2054",2014,"KS","Kansas","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","14.2",14.2
"2055",2014,"KY","Kentucky","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","12.4",12.4
"2056",2014,"LA","Louisiana","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","15.5",15.5
"2057",2014,"MA","Massachusetts","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","19.3",19.3
"2058",2014,"MD","Maryland","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","16.9",16.9
"2059",2014,"ME","Maine","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","19.5",19.5
"2060",2014,"MI","Michigan","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","20.9",20.9
"2061",2014,"MN","Minnesota","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","21.5",21.5
"2062",2014,"MO","Missouri","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","15.3",15.3
"2063",2014,"MS","Mississippi","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","12.9",12.9
"2064",2014,"MT","Montana","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","18.1",18.1
"2065",2014,"NC","North Carolina","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","12.8",12.8
"2066",2014,"ND","North Dakota","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","29.8",29.8
"2067",2014,"NE","Nebraska","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","22.7",22.7
"2068",2014,"NH","New Hampshire","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","21.2",21.2
"2069",2014,"NJ","New Jersey","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","17.9",17.9
"2070",2014,"NM","New Mexico","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","11.7",11.7
"2071",2014,"NV","Nevada","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","15.2",15.2
"2072",2014,"NY","New York","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","16.8",16.8
"2073",2014,"SC","South Carolina","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","13",13
"2074",2014,"OH","Ohio","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","20.8",20.8
"2075",2014,"OK","Oklahoma","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","11.9",11.9
"2076",2014,"OR","Oregon","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","20.1",20.1
"2077",2014,"PA","Pennsylvania","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","16.9",16.9
"2078",2014,"RI","Rhode Island","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","17.8",17.8
"2079",2014,"SD","South Dakota","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","17.3",17.3
"2080",2014,"TN","Tennessee","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","9.1",9.1
"2081",2014,"TX","Texas","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","15.1",15.1
"2082",2014,"UT","Utah","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","10.6",10.6
"2083",2014,"VA","Virginia","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","16.5",16.5
"2084",2014,"VT","Vermont","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","21.2",21.2
"2085",2014,"WA","Washington","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","17.5",17.5
"2086",2014,"WI","Wisconsin","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","20.4",20.4
"2087",2014,"WV","West Virginia","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","8.4",8.4
"2088",2014,"WY","Wyoming","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","16.7",16.7
"2089",2014,"AK","Alaska","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","5.6",5.6
"2090",2014,"AL","Alabama","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.5",4.5
"2091",2014,"AR","Arkansas","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.4",4.4
"2092",2014,"AZ","Arizona","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.6",4.6
"2093",2014,"CA","California","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","3.9",3.9
"2094",2014,"CO","Colorado","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.2",4.2
"2095",2014,"CT","Connecticut","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.1",4.1
"2096",2014,"DC","District of Columbia","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4",4
"2097",2014,"DE","Delaware","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.6",4.6
"2098",2014,"FL","Florida","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.7",4.7
"2099",2014,"GA","Georgia","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.6",4.6
"2100",2014,"HI","Hawaii","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","5",5
"2101",2014,"IA","Iowa","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.7",4.7
"2102",2014,"AK","Alaska","NVSS","Alcohol","Chronic liver disease mortality","","84",84
"2103",2014,"ID","Idaho","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.1",4.1
"2104",2014,"IL","Illinois","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.3",4.3
"2105",2014,"IN","Indiana","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.9",4.9
"2106",2014,"KS","Kansas","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.1",4.1
"2107",2014,"KY","Kentucky","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","5.7",5.7
"2108",2014,"LA","Louisiana","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.3",4.3
"2109",2014,"MA","Massachusetts","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.3",4.3
"2110",2014,"MD","Maryland","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","3.7",3.7
"2111",2014,"ME","Maine","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.8",4.8
"2112",2014,"MI","Michigan","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.7",4.7
"2113",2014,"MN","Minnesota","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","3.6",3.6
"2114",2014,"MO","Missouri","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","5.2",5.2
"2115",2014,"MS","Mississippi","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.6",4.6
"2116",2014,"MT","Montana","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.6",4.6
"2117",2014,"NC","North Carolina","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4",4
"2118",2014,"ND","North Dakota","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.3",4.3
"2119",2014,"NE","Nebraska","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.1",4.1
"2120",2014,"NM","New Mexico","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","5.1",5.1
"2121",2014,"NH","New Hampshire","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.1",4.1
"2122",2014,"NJ","New Jersey","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","3.8",3.8
"2123",2014,"NV","Nevada","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","5.3",5.3
"2124",2014,"NY","New York","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","3.6",3.6
"2125",2014,"OH","Ohio","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.9",4.9
"2126",2014,"OK","Oklahoma","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.8",4.8
"2127",2014,"OR","Oregon","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.5",4.5
"2128",2014,"PA","Pennsylvania","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4",4
"2129",2014,"RI","Rhode Island","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.1",4.1
"2130",2014,"SC","South Carolina","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.5",4.5
"2131",2014,"SD","South Dakota","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.3",4.3
"2132",2014,"TN","Tennessee","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","5.1",5.1
"2133",2014,"TX","Texas","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.9",4.9
"2134",2014,"UT","Utah","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.9",4.9
"2135",2014,"VA","Virginia","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.3",4.3
"2136",2014,"VT","Vermont","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.7",4.7
"2137",2014,"WA","Washington","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.3",4.3
"2138",2014,"WI","Wisconsin","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.2",4.2
"2139",2014,"WV","West Virginia","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","5.8",5.8
"2140",2014,"WY","Wyoming","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.4",4.4
"2141",2014,"AK","Alaska","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","5.1",5.1
"2142",2014,"AL","Alabama","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.4",4.4
"2143",2014,"AR","Arkansas","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.3",4.3
"2144",2014,"AZ","Arizona","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.3",4.3
"2145",2014,"CA","California","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4",4
"2146",2014,"CO","Colorado","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4",4
"2147",2014,"CT","Connecticut","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","3.8",3.8
"2148",2014,"DC","District of Columbia","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","3.7",3.7
"2149",2014,"DE","Delaware","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.1",4.1
"2150",2014,"FL","Florida","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.7",4.7
"2151",2014,"GA","Georgia","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.6",4.6
"2152",2014,"HI","Hawaii","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.8",4.8
"2153",2014,"IA","Iowa","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.2",4.2
"2154",2014,"ID","Idaho","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","3.9",3.9
"2155",2014,"IL","Illinois","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.2",4.2
"2156",2014,"IN","Indiana","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.5",4.5
"2157",2014,"KS","Kansas","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4",4
"2158",2014,"KY","Kentucky","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","5.6",5.6
"2159",2014,"LA","Louisiana","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.2",4.2
"2160",2014,"MA","Massachusetts","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.2",4.2
"2161",2014,"MD","Maryland","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","3.7",3.7
"2162",2014,"ME","Maine","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.5",4.5
"2163",2014,"MI","Michigan","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.5",4.5
"2164",2014,"MN","Minnesota","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","3.6",3.6
"2165",2014,"MO","Missouri","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.9",4.9
"2166",2014,"MS","Mississippi","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.2",4.2
"2167",2014,"MT","Montana","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.6",4.6
"2168",2014,"NC","North Carolina","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","3.7",3.7
"2169",2014,"ND","North Dakota","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.2",4.2
"2170",2014,"NE","Nebraska","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4",4
"2171",2014,"NH","New Hampshire","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4",4
"2172",2014,"NJ","New Jersey","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","3.7",3.7
"2173",2014,"NM","New Mexico","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.8",4.8
"2174",2014,"NV","Nevada","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.8",4.8
"2175",2014,"NY","New York","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","3.4",3.4
"2176",2014,"OH","Ohio","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.7",4.7
"2177",2014,"OK","Oklahoma","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.3",4.3
"2178",2014,"OR","Oregon","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.4",4.4
"2179",2014,"PA","Pennsylvania","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4",4
"2180",2014,"RI","Rhode Island","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4",4
"2181",2014,"SC","South Carolina","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.6",4.6
"2182",2014,"SD","South Dakota","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","3.9",3.9
"2183",2014,"TN","Tennessee","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","5.2",5.2
"2184",2014,"TX","Texas","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.5",4.5
"2185",2014,"UT","Utah","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.6",4.6
"2186",2014,"VA","Virginia","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.3",4.3
"2187",2014,"VT","Vermont","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.6",4.6
"2188",2014,"WA","Washington","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4",4
"2189",2014,"WI","Wisconsin","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.1",4.1
"2190",2014,"WV","West Virginia","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","5.5",5.5
"2191",2014,"WY","Wyoming","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4",4
"2192",2014,"AK","Alaska","BRFSS","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","Number","7.7",7.7
"2193",2014,"AL","Alabama","BRFSS","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","Number","7",7
"2194",2014,"AR","Arkansas","BRFSS","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","Number","7.3",7.3
"2195",2014,"AZ","Arizona","BRFSS","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","Number","7",7
"2196",2014,"CA","California","BRFSS","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","Number","6.9",6.9
"2197",2014,"CO","Colorado","BRFSS","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","Number","6.8",6.8
"2198",2014,"CT","Connecticut","BRFSS","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","Number","6.5",6.5
"2199",2014,"DC","District of Columbia","BRFSS","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","Number","6.3",6.3
"2200",2014,"DE","Delaware","BRFSS","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","Number","6.8",6.8
"2201",2014,"FL","Florida","BRFSS","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","Number","7.2",7.2
"2202",2014,"GA","Georgia","BRFSS","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","Number","7.5",7.5
"2203",2014,"HI","Hawaii","BRFSS","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","Number","7.7",7.7
"2204",2014,"IA","Iowa","BRFSS","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","Number","7.7",7.7
"2205",2014,"ID","Idaho","BRFSS","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","Number","7",7
"2206",2014,"IL","Illinois","BRFSS","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","Number","7.6",7.6
"2207",2014,"IN","Indiana","BRFSS","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","Number","7.5",7.5
"2208",2014,"KS","Kansas","BRFSS","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","Number","7.2",7.2
"2209",2014,"KY","Kentucky","BRFSS","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","Number","8.3",8.3
"2210",2014,"LA","Louisiana","BRFSS","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","Number","7.2",7.2
"2211",2014,"MA","Massachusetts","BRFSS","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","Number","6.6",6.6
"2212",2014,"MD","Maryland","BRFSS","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","Number","6.9",6.9
"2213",2014,"ME","Maine","BRFSS","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","Number","7.2",7.2
"2214",2014,"MI","Michigan","BRFSS","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","Number","7.3",7.3
"2215",2014,"MN","Minnesota","BRFSS","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","Number","7.1",7.1
"2216",2014,"MO","Missouri","BRFSS","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","Number","7.7",7.7
"2217",2014,"MS","Mississippi","BRFSS","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","Number","7.5",7.5
"2218",2014,"MT","Montana","BRFSS","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","Number","7.3",7.3
"2219",2014,"NC","North Carolina","BRFSS","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","Number","7",7
"2220",2014,"ND","North Dakota","BRFSS","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","Number","7.9",7.9
"2221",2014,"NE","Nebraska","BRFSS","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","Number","7.3",7.3
"2222",2014,"NH","New Hampshire","BRFSS","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","Number","7.3",7.3
"2223",2014,"NJ","New Jersey","BRFSS","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","Number","6.7",6.7
"2224",2014,"NM","New Mexico","BRFSS","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","Number","7.4",7.4
"2225",2014,"NV","Nevada","BRFSS","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","Number","6.6",6.6
"2226",2014,"NY","New York","BRFSS","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","Number","6.6",6.6
"2227",2014,"OH","Ohio","BRFSS","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","Number","7.7",7.7
"2228",2014,"OK","Oklahoma","BRFSS","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","Number","7.9",7.9
"2229",2014,"OR","Oregon","BRFSS","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","Number","6.3",6.3
"2230",2014,"PA","Pennsylvania","BRFSS","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","Number","7.3",7.3
"2231",2014,"RI","Rhode Island","BRFSS","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","Number","6.7",6.7
